,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2023-09-14T01:51:40.115,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300237_pseudo-postisrccd.fits,237,HD160617,collimator,holo4_003,1.2447944555640085,30.0,-0.01018898282200098,1.15,744.5,6.349999904632568,19.924999237060547,6.088200092315674,,,,,    ,,
1,1,2023-09-14T02:05:18.257,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300243_pseudo-postisrccd.fits,243,HD160617,collimator,holo4_003,1.2894696676087556,30.0,-0.01018898282200098,1.15,744.6500244140625,6.425000190734863,18.875,6.088200092315674,,,,,    ,,
2,2,2023-09-14T02:06:01.230,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300244_pseudo-postisrccd.fits,244,HD160617,collimator,holo4_003,1.2919799012386441,30.0,-0.01018898282200098,1.15,744.6500244140625,6.449999809265137,18.725000381469727,4.753799915313721,,,,,    ,,
3,3,2023-09-14T03:01:40.905,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300258_pseudo-postisrccd.fits,258,PN M 3-38,collimator,holo4_003,1.8321285690216738,30.0,0.000350534683093428,1.15,744.6500244140625,6.849999904632568,15.25,4.586999893188477,,,,,    ,,
4,4,2023-09-14T03:02:24.085,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300259_pseudo-postisrccd.fits,259,PN M 3-38,collimator,holo4_003,1.839462107233313,30.0,0.000350534683093428,1.15,744.6500244140625,6.949999809265137,15.024999618530273,4.920599937438965,,,,,    ,,
5,5,2023-09-14T03:05:54.699,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300262_pseudo-postisrccd.fits,262,PN M 3-38,collimator,holo4_003,1.876176964790091,120.0,0.000350534683093428,1.15,744.5,6.900000095367432,15.274999618530273,6.588600158691406,,,,,    ,,
6,6,2023-09-14T03:08:07.720,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300263_pseudo-postisrccd.fits,263,PN M 3-38,collimator,holo4_003,1.9002658074416239,120.0,0.000350534683093428,1.15,744.5,6.849999904632568,15.5,6.505199909210205,,,,,    ,,
7,7,2023-09-14T03:12:35.208,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300265_pseudo-postisrccd.fits,265,PN M 3-38,collimator,holo4_003,1.9509297650408786,300.0,0.000350534683093428,1.15,744.5,6.824999809265137,15.5,6.255000114440918,,,,,    ,,
8,8,2023-09-14T03:36:22.174,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300283_pseudo-postisrccd.fits,283,HD185975,collimator,holo4_003,1.8505166879055033,30.0,0.023492442443966866,1.15,744.6500244140625,6.925000190734863,15.149999618530273,5.254199981689453,,,,,    ,,
9,9,2023-09-14T03:37:05.381,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300284_pseudo-postisrccd.fits,284,HD185975,collimator,holo4_003,1.8506967177432063,30.0,0.023492442443966866,1.15,744.6500244140625,6.912499904632568,15.225000381469727,4.586999893188477,,,,,    ,,
10,10,2023-09-14T03:45:17.733,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300295_pseudo-postisrccd.fits,295,HD200654,collimator,holo4_003,1.1053201472744798,30.0,0.023492442443966866,1.15,744.6500244140625,7.074999809265137,15.074999809265137,5.17080020904541,,,,,    ,,
11,11,2023-09-14T03:46:00.903,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300296_pseudo-postisrccd.fits,296,HD200654,collimator,holo4_003,1.1060940789315545,30.0,0.023492442443966866,1.15,744.6500244140625,7.025000095367432,15.100000381469727,4.253399848937988,,,,,    ,,
12,12,2023-09-14T03:53:14.592,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300307_pseudo-postisrccd.fits,307,HD160617,collimator,holo4_003,1.9674959231983071,30.0,0.023492442443966866,1.15,744.6500244140625,6.925000190734863,15.375,4.920599937438965,,,,,    ,,
13,13,2023-09-14T03:53:57.568,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300308_pseudo-postisrccd.fits,308,HD160617,collimator,holo4_003,1.9751386727558695,30.0,0.023492442443966866,1.15,744.6500244140625,6.962500095367432,15.350000381469727,5.421000003814697,,,,,    ,,
14,14,2023-09-14T04:01:34.628,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300319_pseudo-postisrccd.fits,319,HD14943,collimator,holo4_003,1.3978929536397013,30.0,0.023492442443966866,1.15,744.5,7.150000095367432,14.925000190734863,5.587800025939941,,,,,    ,,
15,15,2023-09-14T04:02:17.547,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/collimator~holo4_003/20230913,exposure_2023091300320_pseudo-postisrccd.fits,320,HD14943,collimator,holo4_003,1.3952255017122177,30.0,0.023492442443966866,1.15,744.5,7.099999904632568,14.899999618530273,5.17080020904541,,,,,    ,,
