,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
24,24,2023-09-13T03:55:53.009,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200338_pseudo-postisrccd.fits,338,HD009051,empty_1,holo4_001,1.268826371805942,30.0,-0.0258848313242197,1.15,742.25,-0.5,61.73749923706055,7.0055999755859375,,,,,    ,,
25,25,2023-09-13T04:05:49.452,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200352_pseudo-postisrccd.fits,352,HD205905,empty_1,holo4_001,1.0371271594334908,30.0,-0.0258848313242197,1.15,742.25,-0.6000000238418579,69.07499694824219,7.255799770355225,,,,,    ,,
26,26,2023-09-13T04:06:32.457,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200353_pseudo-postisrccd.fits,353,HD205905,empty_1,holo4_001,1.0378983541318043,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.6000000238418579,69.25,7.589399814605713,,,,,    ,,
27,27,2023-09-13T04:16:20.243,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200367_pseudo-postisrccd.fits,367,HD2811,empty_1,holo4_001,1.0824447321267816,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.675000011920929,69.32499694824219,7.0055999755859375,,,,,    ,,
28,28,2023-09-13T04:17:03.260,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200368_pseudo-postisrccd.fits,368,HD2811,empty_1,holo4_001,1.0815484319260704,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.699999988079071,69.94999694824219,6.838799953460693,,,,,    ,,
29,29,2023-09-13T04:25:42.725,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200382_pseudo-postisrccd.fits,382,HD14943,empty_1,holo4_001,1.328673759212135,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.6499999761581421,71.19999694824219,7.255799770355225,,,,,    ,,
30,30,2023-09-13T04:26:25.675,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200383_pseudo-postisrccd.fits,383,HD14943,empty_1,holo4_001,1.3264298018773917,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.5874999761581421,69.875,7.589399814605713,,,,,    ,,
31,31,2023-09-13T04:36:05.476,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200397_pseudo-postisrccd.fits,397,HD205905,empty_1,holo4_001,1.0777918166232863,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.637499988079071,74.19999694824219,6.505199909210205,,,,,    ,,
32,32,2023-09-13T04:36:48.486,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200398_pseudo-postisrccd.fits,398,HD205905,empty_1,holo4_001,1.078969582369323,30.0,-0.0258848313242197,1.15,742.0999755859375,-0.699999988079071,74.05000305175781,6.505199909210205,,,,,    ,,
33,33,2023-09-13T04:55:15.160,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200421_pseudo-postisrccd.fits,421,HD2811,empty_1,holo4_001,1.044994397045294,30.0,-0.05478766188025474,1.15,741.6500244140625,-0.675000011920929,76.7750015258789,7.255799770355225,,,,,    ,,
34,34,2023-09-13T04:55:58.171,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_001/20230912,exposure_2023091200422_pseudo-postisrccd.fits,422,HD2811,empty_1,holo4_001,1.044504393255587,30.0,-0.05478766188025474,1.15,741.6500244140625,-0.7124999761581421,76.4625015258789,7.589399814605713,,,,,    ,,
