,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2023-09-13T02:48:54.308,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200250_pseudo-postisrccd.fits,250,HD167060,empty_1,holo4_003,1.3929338559756403,30.0,-0.0258848313242197,1.15,742.4000244140625,-0.6000000238418579,74.80000305175781,5.587800025939941,,,,,    ,,
1,1,2023-09-13T02:59:07.189,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200264_pseudo-postisrccd.fits,264,Feige110,empty_1,holo4_003,1.2082575883401112,30.0,-0.0258848313242197,1.15,742.5499877929688,-0.699999988079071,77.92500305175781,6.171599864959717,,,,,    ,,
2,2,2023-09-13T02:59:50.195,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200265_pseudo-postisrccd.fits,265,Feige110,empty_1,holo4_003,1.206632683027707,30.0,-0.0258848313242197,1.15,742.4000244140625,-0.699999988079071,78.0999984741211,5.92140007019043,,,,,    ,,
3,3,2023-09-13T03:08:56.638,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200279_pseudo-postisrccd.fits,279,HD009051,empty_1,holo4_003,1.4974903887352484,30.0,-0.0258848313242197,1.15,742.4000244140625,-0.625,75.25,6.255000114440918,,,,,    ,,
4,4,2023-09-13T03:09:39.699,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200280_pseudo-postisrccd.fits,280,HD009051,empty_1,holo4_003,1.4930243018346563,30.0,-0.0258848313242197,1.15,742.4000244140625,-0.550000011920929,73.8499984741211,5.671199798583984,,,,,    ,,
5,5,2023-09-13T03:18:31.569,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200294_pseudo-postisrccd.fits,294,HD2811,empty_1,holo4_003,1.1843279771552853,30.0,-0.0258848313242197,1.15,742.4000244140625,-0.5,68.625,6.421800136566162,,,,,    ,,
6,6,2023-09-13T03:19:14.618,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200295_pseudo-postisrccd.fits,295,HD2811,empty_1,holo4_003,1.182657552701014,30.0,-0.0258848313242197,1.15,742.25,-0.5,68.375,5.7546000480651855,,,,,    ,,
7,7,2023-09-13T03:29:26.321,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200309_pseudo-postisrccd.fits,309,HD205905,empty_1,holo4_003,1.0090924367053928,30.0,-0.0258848313242197,1.15,742.25,-0.550000011920929,69.5,5.587800025939941,,,,,    ,,
8,8,2023-09-13T03:30:09.422,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200310_pseudo-postisrccd.fits,310,HD205905,empty_1,holo4_003,1.0094404201016418,30.0,-0.0258848313242197,1.15,742.25,-0.550000011920929,69.1500015258789,5.337600231170654,,,,,    ,,
9,9,2023-09-13T03:44:35.062,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_postisrccd_img_forspectractor_2023/empty~holo4_003/20230912,exposure_2023091200324_pseudo-postisrccd.fits,324,HD14943,empty_1,holo4_003,1.4831951161517876,30.0,-0.0258848313242197,1.15,742.25,-0.550000011920929,65.0625,7.255799770355225,,,,,    ,,
