,index,date,path,file,num,object,filter,disperser,airmass,exposure,focus,seeing,pressure,temperature,humidity,windspd,Obj-posXpix,Obj-posYpix,Dx,Dy,skip,run,quality
0,0,2023-01-18T08:36:18.416,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_flatfield_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700669_flatten_v1.fits,669,HD111980,empty_1,holo4_003,1.0636967800348893,30.0,0.01750141568481922,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
1,1,2023-01-18T08:36:18.416,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_flatfield_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700669_flatten_v2.fits,669,HD111980,empty_1,holo4_003,1.0636967800348893,30.0,0.01750141568481922,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
2,2,2023-01-18T08:36:18.416,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_flatfield_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700669_flatten_v3.fits,669,HD111980,empty_1,holo4_003,1.0636967800348893,30.0,0.01750141568481922,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
3,3,2023-01-18T08:36:18.416,/home/d/dagoret/rubin-user/DATA/AuxtelData2023/my_flatfield_img_forspectractor_2023/empty~holo4_003/20230117,exposure_2023011700669_flatten_v4.fits,669,HD111980,empty_1,holo4_003,1.0636967800348893,30.0,0.01750141568481922,1.15,744.0,10.0,50.0,5.0,,,,,    ,,
